[
 [37, 20, 60, 77, 36, 98, 97, 29, 33, 53, 36, 67, 64, 2, 45, 97, 43, 81, 14, 91, 38, 90, 43, 17, 79, 0, 93, 53, 23, 82, 13, 72, 97, 74, 37, 34, 49, 11, 96, 47, 12, 94, 32, 62, 65, 7, 90, 45, 65, 65, 81, 44, 89, 79, 15, 61, 68, 46, 51, 57, 48, 42, 51, 14, 71, 44, 63, 80, 32, 71, 57, 53, 95, 81, 5, 69, 44, 6, 85, 51, 66, 10, 1, 90, 19, 52, 62, 18, 68, 35, 83, 40, 62, 25, 43, 74, 96, 77, 31, 19, 91, 77, 7, 61, 82, 97, 39, 79, 76, 33, 32, 54, 77, 94, 74, 73, 37, 44, 89, 29, 35, 36, 79, 64, 45, 10, 76, 41, 20, 65, 37, 81, 91, 61, 63, 99, 27, 23, 6, 70, 31, 34, 24, 16, 54, 91, 12, 29, 98, 12, 42, 60, 65, 84, 31, 12, 14, 94, 45, 55, 2, 88, 55, 88, 75, 16, 78, 9, 85, 85, 47, 93, 11, 59, 40, 14, 21, 91, 61, 14, 21, 80, 90, 83, 64, 44, 67, 64, 67, 32, 26, 37, 7, 36, 58, 83, 45, 35, 59, 6],
 [75, 2, 99, 74, 32, 62, 31, 96, 82, 20, 35, 21, 90, 21, 51, 35, 48, 1, 32, 88, 28, 24, 6, 98, 77, 96, 45, 62, 69, 83, 91, 78, 39, 42, 71, 23, 96, 66, 58, 8, 77, 90, 23, 34, 58, 63, 35, 36, 93, 32, 17, 88, 46, 86, 30, 1, 67, 61, 97, 41, 57, 86, 13, 40, 54, 0, 67, 74, 33, 89, 80, 22, 4, 67, 67, 81, 33, 65, 65, 47, 48, 11, 63, 90, 4, 65, 22, 68, 17, 61, 97, 39, 64, 84, 94, 52, 3, 62, 39, 8, 13, 79, 11, 13, 63, 0, 45, 11, 22, 26, 0, 62, 93, 87, 51, 72, 23, 41, 95, 63, 67, 55, 29, 8, 46, 45, 95, 95, 89, 92, 11, 12, 7, 43, 83, 97, 37, 18, 18, 46, 97, 4, 40, 95, 79, 54, 54, 78, 58, 35, 26, 36, 50, 91, 70, 70, 73, 3, 55, 33, 40, 39, 48, 30, 14, 93, 72, 56, 5, 34, 92, 95, 59, 84, 83, 62, 34, 51, 16, 6, 78, 42, 72, 34, 98, 22, 63, 71, 80, 88, 22, 70, 23, 8, 72, 81, 67, 49, 12, 32],
 [38, 67, 49, 57, 88, 64, 64, 6, 1, 27, 93, 94, 99, 81, 20, 18, 67, 91, 69, 99, 84, 0, 84, 9, 19, 67, 57, 25, 7, 50, 36, 4, 83, 41, 69, 63, 68, 49, 1, 51, 47, 0, 54, 65, 83, 13, 16, 99, 9, 72, 99, 13, 20, 50, 12, 81, 69, 28, 27, 52, 83, 18, 78, 28, 69, 14, 66, 60, 13, 58, 15, 66, 72, 99, 36, 45, 98, 29, 76, 35, 60, 65, 77, 65, 70, 70, 25, 47, 87, 84, 91, 70, 63, 88, 25, 78, 53, 96, 77, 90, 53, 90, 8, 7, 6, 50, 40, 49, 30, 72, 6, 54, 4, 87, 70, 87, 56, 48, 13, 6, 81, 5, 7, 92, 11, 85, 45, 68, 55, 40, 75, 85, 5, 52, 1, 90, 71, 89, 32, 63, 34, 81, 93, 7, 61, 69, 63, 88, 26, 78, 47, 29, 94, 54, 10, 31, 89, 64, 51, 29, 89, 95, 36, 85, 20, 65, 95, 30, 35, 65, 43, 8, 62, 91, 69, 70, 82, 84, 93, 9, 91, 75, 57, 47, 74, 78, 65, 64, 25, 80, 32, 97, 89, 36, 91, 81, 48, 32, 41, 4],
 [78, 18, 64, 17, 62, 31, 47, 22, 87, 43, 77, 37, 24, 9, 0, 42, 44, 85, 46, 63, 61, 59, 28, 23, 50, 24, 91, 78, 55, 85, 7, 84, 1, 56, 73, 73, 17, 96, 13, 43, 55, 43, 82, 54, 87, 93, 63, 64, 8, 28, 35, 73, 65, 7, 56, 54, 23, 75, 74, 99, 62, 86, 75, 39, 70, 69, 56, 20, 95, 63, 40, 54, 39, 18, 36, 94, 34, 28, 58, 37, 8, 55, 21, 20, 29, 91, 85, 47, 63, 62, 12, 99, 0, 28, 19, 3, 4, 59, 55, 4, 68, 56, 16, 6, 34, 80, 74, 65, 11, 3, 58, 32, 3, 74, 76, 61, 74, 30, 88, 64, 93, 15, 53, 42, 64, 79, 24, 51, 27, 24, 15, 67, 5, 14, 8, 28, 37, 23, 9, 11, 94, 68, 57, 61, 66, 41, 43, 0, 65, 24, 32, 97, 6, 27, 2, 69, 99, 75, 70, 90, 54, 80, 85, 75, 22, 46, 38, 82, 29, 2, 28, 49, 36, 69, 48, 73, 99, 91, 71, 77, 19, 78, 69, 28, 28, 86, 40, 25, 87, 98, 44, 83, 5, 91, 89, 19, 6, 85, 56, 73],
 [28, 63, 13, 48, 11, 79, 73, 37, 69, 61, 88, 51, 12, 64, 38, 47, 82, 30, 54, 49, 13, 47, 88, 60, 18, 99, 0, 77, 6, 30, 80, 25, 65, 5, 58, 16, 26, 6, 33, 33, 19, 37, 25, 51, 59, 64, 36, 33, 31, 3, 50, 17, 30, 86, 16, 59, 67, 68, 24, 79, 26, 71, 73, 72, 48, 45, 24, 50, 71, 84, 19, 89, 36, 79, 40, 39, 58, 85, 76, 65, 2, 78, 67, 18, 90, 61, 86, 51, 44, 61, 41, 33, 76, 76, 64, 10, 96, 50, 66, 78, 5, 94, 75, 72, 78, 22, 54, 87, 44, 27, 59, 44, 26, 63, 59, 13, 92, 21, 52, 28, 48, 2, 66, 75, 40, 3, 53, 35, 8, 75, 13, 64, 56, 32, 73, 85, 95, 36, 99, 1, 20, 46, 49, 84, 62, 35, 96, 68, 7, 45, 75, 55, 88, 11, 34, 21, 16, 98, 64, 90, 32, 57, 68, 47, 11, 8, 32, 84, 57, 29, 16, 29, 0, 85, 84, 77, 28, 85, 93, 32, 34, 77, 32, 76, 41, 87, 96, 42, 57, 95, 82, 47, 86, 78, 68, 32, 34, 33, 25, 53],
 [70, 95, 82, 21, 95, 47, 8, 14, 72, 0, 14, 5, 64, 47, 17, 12, 97, 82, 44, 63, 99, 24, 35, 99, 19, 1, 9, 73, 0, 60, 97, 80, 61, 78, 24, 56, 58, 77, 32, 11, 8, 31, 84, 14, 45, 41, 72, 82, 41, 39, 85, 82, 32, 96, 72, 72, 46, 21, 7, 14, 31, 87, 0, 87, 14, 79, 2, 94, 60, 54, 58, 10, 11, 68, 38, 74, 84, 21, 16, 38, 12, 70, 78, 89, 70, 1, 46, 10, 39, 37, 23, 61, 30, 2, 0, 89, 59, 85, 53, 2, 58, 30, 12, 70, 58, 56, 77, 66, 87, 26, 23, 89, 1, 17, 22, 54, 25, 58, 29, 90, 42, 47, 95, 21, 64, 5, 31, 87, 7, 76, 46, 10, 45, 81, 96, 1, 40, 37, 87, 46, 30, 25, 18, 52, 63, 7, 71, 71, 71, 87, 14, 91, 86, 97, 63, 23, 81, 67, 28, 30, 79, 30, 9, 42, 67, 81, 93, 30, 26, 80, 89, 10, 66, 65, 67, 62, 25, 61, 81, 67, 62, 96, 64, 81, 52, 56, 77, 95, 92, 52, 7, 42, 89, 62, 30, 29, 44, 95, 91, 12],
 [38, 10, 50, 60, 70, 11, 80, 79, 80, 8, 1, 3, 48, 3, 65, 29, 94, 44, 55, 39, 83, 74, 93, 10, 90, 32, 61, 39, 8, 36, 56, 29, 91, 0, 86, 25, 63, 66, 99, 90, 40, 79, 56, 41, 36, 2, 10, 70, 33, 39, 48, 89, 15, 35, 38, 5, 46, 32, 54, 1, 57, 95, 68, 17, 80, 99, 11, 13, 22, 55, 88, 78, 45, 24, 62, 20, 3, 37, 68, 99, 77, 3, 21, 19, 31, 17, 39, 40, 33, 23, 76, 97, 16, 5, 21, 76, 72, 0, 25, 0, 70, 92, 53, 3, 54, 89, 77, 43, 52, 46, 98, 72, 6, 87, 45, 99, 23, 93, 24, 61, 68, 98, 86, 68, 85, 76, 16, 42, 47, 62, 81, 55, 28, 82, 53, 99, 58, 31, 83, 37, 64, 20, 9, 63, 71, 61, 98, 42, 29, 75, 9, 19, 2, 78, 6, 81, 13, 37, 8, 69, 39, 11, 53, 58, 40, 1, 96, 61, 26, 22, 67, 50, 2, 24, 51, 22, 66, 43, 39, 38, 22, 39, 28, 36, 99, 75, 83, 82, 51, 58, 18, 37, 21, 10, 72, 22, 9, 97, 44, 30],
 [58, 68, 78, 37, 14, 61, 41, 65, 19, 57, 18, 50, 50, 69, 24, 19, 48, 94, 67, 97, 97, 43, 1, 31, 15, 39, 53, 94, 83, 12, 20, 26, 24, 27, 32, 90, 28, 3, 89, 9, 98, 27, 7, 90, 12, 14, 51, 83, 53, 53, 51, 2, 79, 29, 30, 38, 59, 6, 75, 68, 51, 57, 87, 78, 51, 85, 19, 39, 28, 72, 17, 92, 34, 99, 63, 58, 28, 82, 2, 89, 12, 70, 67, 65, 15, 79, 36, 34, 90, 29, 29, 93, 9, 98, 16, 47, 33, 39, 78, 48, 6, 75, 81, 3, 43, 45, 31, 1, 4, 48, 70, 20, 72, 45, 24, 70, 15, 38, 13, 1, 83, 93, 38, 1, 63, 79, 82, 15, 19, 95, 91, 73, 34, 38, 5, 66, 81, 23, 94, 15, 69, 25, 58, 42, 23, 42, 24, 81, 41, 58, 38, 34, 20, 32, 20, 33, 90, 3, 88, 50, 50, 44, 48, 19, 37, 60, 31, 55, 10, 38, 67, 73, 50, 63, 67, 52, 97, 89, 15, 17, 64, 18, 76, 22, 55, 83, 92, 18, 44, 48, 79, 21, 93, 38, 75, 32, 97, 53, 30, 83],
 [86, 18, 84, 12, 97, 59, 77, 77, 83, 29, 52, 91, 51, 29, 98, 8, 14, 46, 89, 57, 59, 71, 30, 72, 77, 98, 50, 30, 80, 3, 70, 89, 22, 39, 16, 14, 88, 65, 73, 11, 96, 76, 88, 93, 91, 36, 30, 74, 17, 46, 44, 95, 52, 97, 81, 28, 90, 46, 32, 42, 16, 77, 95, 51, 78, 52, 24, 42, 88, 47, 97, 79, 80, 22, 83, 32, 11, 8, 55, 74, 57, 31, 46, 75, 63, 25, 72, 79, 53, 62, 47, 66, 17, 83, 15, 90, 90, 33, 66, 61, 87, 54, 53, 92, 92, 7, 83, 62, 17, 11, 68, 48, 21, 56, 90, 63, 52, 0, 52, 0, 47, 99, 59, 9, 99, 13, 14, 27, 56, 51, 69, 47, 8, 53, 83, 8, 95, 51, 11, 85, 88, 24, 13, 92, 29, 43, 17, 43, 93, 20, 78, 85, 14, 68, 0, 94, 32, 29, 1, 82, 68, 85, 63, 52, 98, 89, 99, 53, 51, 31, 31, 68, 41, 62, 74, 54, 3, 27, 23, 70, 35, 36, 46, 71, 37, 19, 95, 34, 8, 51, 41, 5, 62, 81, 2, 67, 58, 4, 8, 94],
 [85, 21, 91, 5, 1, 60, 16, 67, 10, 74, 81, 60, 21, 75, 66, 25, 34, 81, 19, 76, 3, 8, 22, 74, 61, 51, 54, 89, 77, 56, 29, 47, 78, 1, 2, 41, 81, 36, 66, 7, 39, 63, 85, 32, 52, 86, 66, 36, 2, 21, 70, 15, 5, 54, 57, 62, 76, 23, 73, 78, 17, 38, 7, 69, 91, 59, 68, 24, 93, 56, 11, 31, 25, 9, 50, 52, 74, 77, 16, 20, 68, 24, 49, 65, 62, 1, 24, 56, 37, 21, 60, 58, 18, 5, 73, 97, 89, 6, 45, 26, 20, 56, 84, 48, 13, 36, 54, 32, 43, 12, 59, 96, 7, 50, 85, 97, 98, 54, 80, 65, 64, 32, 51, 81, 44, 34, 5, 22, 15, 12, 83, 31, 2, 34, 53, 92, 55, 96, 55, 47, 50, 91, 33, 57, 23, 43, 79, 65, 31, 65, 48, 36, 72, 63, 48, 31, 45, 71, 23, 86, 24, 89, 63, 55, 26, 46, 45, 38, 92, 56, 9, 26, 69, 68, 6, 11, 36, 80, 21, 85, 0, 29, 1, 89, 72, 44, 79, 54, 48, 43, 29, 77, 76, 72, 33, 94, 64, 91, 36, 72],
